Total Medical Expenses,Medical Multiplier,Income Lost,Income Multiplier,Value of Injury Claim
25711,4.38,27250.380240000002,1.52,208535.5184448
4115,4.57,30222.00867,1.6,127604.781212
10007,4.42,18008.00378,1.72,111220.7140616
18353,2.55,17938.505400000002,1.87,116222.165898
29043,4.06,13979.335159999999,2.79,184875.5954164
25201,3.96,16371.0756,2.09,166753.659204
6708,2.82,23492.52324,2.31,120169.33516439999
21757,3.5,15081.583999999999,2.44,143111.73296
9785,4.66,16662.9717,1.86,109917.170762
5485,2.96,20154.77616,1.9,94839.22702399999
5426,4.45,20601.951399999998,2.53,117472.53984199998
7918,2.5,20097.0175,2.96,119476.20680000001
17941,1.7,6656.7137999999995,1.99,57059.988062000004
11989,1.62,11877.04296,2.33,70849.7760168
2127,4.79,44042.919559999995,2.15,192966.44617399998
22869,1.63,9680.320609999999,2.34,79289.06144739999
6952,1.96,18297.58196,2.28,91939.57078879999
27823,4.56,25279.107839999997,2.41,238353.74557439997
4935,3.35,31442.3496,1.59,129410.28506400001
2459,1.84,14559.927359999998,2.66,72373.82149759999
8464,3.42,26266.089059999995,2.8,155024.10748799998
7943,3.09,13176.316200000001,2.01,77380.897962
22494,3.56,22087.88116,1.9,166221.376524
1362,2.72,24447.2648,1.92,99537.91801600001
17206,2.27,14354.671880000002,2.14,98485.96158320001
24437,2.56,13787.01568,2.58,125703.25181439999
21254,2.46,13369.261139999999,2.92,118061.60480879998
4850,4.57,30292.59232,1.9,140305.610048
5355,2.79,17290.52559,1.94,83065.12082460002
1091,3.31,5573.76196,2.56,29027.5645376
2585,4.24,28606.338720000003,2.73,146268.38214560002
20385,3.63,31949.81526,2.97,232788.1318422
12911,2.32,9998.935519999999,1.61,66049.6772272
13868,3.39,9713.52294,1.91,84992.39469540001
8365,3.79,27838.17914,1.59,131642.41311259998
4875,2.27,11887.02525,1.54,53146.319385
13971,4.46,25045.9997,2.75,181279.158575
6325,4.04,32307.306320000003,2.15,159628.32122800002
5951,4.11,28774.299060000005,2.93,166315.90436580003
18726,2.75,23814.670000000002,2.12,149612.9404
4451,4.22,13074.47152,2.29,74872.7028208
5302,4.99,23250.845119999998,1.72,112950.12384639999
8092,4.37,34926.46025,2.84,204406.10761
20023,4.4,28123.722000000005,2.21,206502.06962000002
23244,4.97,29826.15783,2.82,259284.76074059997
17814,2.81,19966.42409,2.89,147693.1538001
17485,4.98,35783.9892,2.89,262059.00718800002
18106,2.41,15864.427500000002,2.25,111059.27687500001
3247,4.87,41749.7795,2.25,193249.452875
27658,3.89,18943.16412,1.55,174837.852626
27005,1.64,12078.79516,2.69,100937.7493004
11674,4.88,26818.327919999996,2.31,172556.11333519997
3773,3.26,23062.420119999995,2.09,106625.27829079998
8042,4.21,23942.00056,2.26,135849.7423856
15386,3.17,22646.74311,2.44,149325.15940839998
7158,3.99,22475.54232,2.37,126778.5399384
17392,4.99,43277.00753,2.18,267683.97147540003
27346,2.06,20618.115640000004,1.54,129320.88936560001
15230,1.92,14859.26784,2.2,91650.524928
26935,2.96,18206.52784,2.1,154374.364144
3016,4.82,48261.406800000004,2.24,219165.48483200005
17551,3.28,15525.260079999998,1.6,113458.216288
11713,4.56,38517.7728,1.88,202860.238464
25625,4.18,33379.8498,2.7,263997.79406
2423,3.56,26602.655359999997,2.97,140841.0771392
6482,3.55,14499.7123,2.31,85504.860013
28747,2.56,14675.89376,2.58,140807.91342080003
21338,1.64,16883.675359999997,2.13,104723.89923679997
8696,4.46,31112.14382,1.82,157632.5493924
22369,3.16,23645.48052,2.06,166686.6909112
9026,4.36,34262.64144,2.15,181543.32197599998
13820,3.49,24295.069620000006,2.95,168492.39461900003
16905,2.83,14199.123140000002,2.45,111027.247973
16015,4.71,31107.369269999996,2.28,208570.19047559996
8322,4.43,31385.601979999996,2.55,179670.94900899997
23231,2.99,2980.62336,2.92,84125.3569312
27708,4.67,40500.20607,2.56,314077.29967920005
12608,1.87,18573.2514,1.5,88583.3399
6714,4.39,9371.354949999999,2.62,72770.119869
23745,3.1,18584.9371,2.77,162259.649967
20462,2.41,8394.950620000001,1.58,79367.3432196
26778,4.39,32778.05353,2.77,273906.7353381
17213,2.02,12515.554380000001,1.57,79450.78913660001
19542,1.88,10913.729,1.82,78429.40478
20159,2.57,23116.70025,2.8,162768.79119999998
10268,4.81,43269.68737,1.77,212515.8013849
14924,4.13,27324.550819999997,2.98,197712.38308359997
18603,2.37,20717.58726,2.47,136696.7250522
2485,3.19,15781.43083,1.75,67107.51561249999
5691,1.97,16518.45197,2.99,93638.34533029998
15464,1.94,14057.726939999999,1.55,79905.090637
20981,4.77,20110.28661,2.38,188162.4253518
2558,2.99,14857.492390000003,2.55,75250.01037450001
5073,4.35,26261.345849999998,2.78,147596.783163
25715,3.95,16903.3298,1.96,168511.436008
11769,3.23,27823.13925,1.76,142628.87358
15705,1.98,9701.60994,2.97,79312.9014018
24213,4.75,31020.4165,2.92,267632.19918
19290,4.18,40010.02368,1.98,239872.0942464
20479,1.55,8805.04935,2.11,67931.2028285
8102,3.68,15542.74128,1.93,90898.3332304
20630,1.52,8805.483119999999,2.37,69837.5612344
13650,4.32,16631.632800000003,1.72,120837.67401600003
23260,1.71,10741.90194,2.65,89724.444021
11702,2.81,20892.583230000004,1.89,114154.76876470001
17691,4.02,18290.666339999996,2.08,145743.73866719997
11406,3.75,21316.93125,2.11,130385.0874375
26228,4.33,31335.50421,1.8,232642.155998
19553,3.35,31042.379700000005,2.03,190603.34019100002
8735,3.86,31013.66408,1.92,155290.6631936
5579,3.71,27991.541899999997,2.22,138822.396818
8122,3.51,19504.024019999997,1.7,100673.10887399998
25806,4.58,30632.418579999998,2.17,245928.66547859999
25238,2.62,11636.02522,1.62,108245.9712964
7002,4.26,22214.984099999998,2.7,134238.94527
6279,3.56,22130.049359999997,1.9,108660.43250399998
16787,2.79,22642.222680000003,2.23,142612.3319364
19676,2.3,13687.937099999997,2.75,110272.50122499999
11081,4.72,25492.37072,2.4,164468.751168
12060,3.34,32200.141739999995,2.75,193231.07326499998
7140,2.99,14671.924020000002,2.37,85464.90796740001
11843,2.01,20697.88254,2.09,108458.76958859999
12345,4.83,40632.259079999996,2.79,254254.8709932
1361,3.05,19431.763499999997,2.35,88679.22122499999
16489,2.23,7453.7973,1.81,65169.43771300001
8439,4.23,30951.142650000005,1.67,149287.66352550001
1776,4.61,10755.66937,1.82,49274.0169934
21784,4.16,6044.4342400000005,2.32,116733.39591680001
1097,1.86,6272.228760000001,1.76,25624.000137600004
12137,4.12,7511.394480000001,1.87,79073.5366376
2539,1.81,14063.093649999999,2.57,68863.92798049998
4958,1.61,7469.70931,2.1,38608.188171
22467,4.62,35950.66398,1.57,232141.4104086
13609,2.06,14459.54788,1.89,84282.1812532
29910,2.43,9239.098140000002,1.61,106034.44428540001
1904,4.41,31830.66999,2.75,159592.3224525
11787,4.83,8230.45524,2.3,92322.16753199999
5606,2.7,7814.175300000001,1.91,45689.625423000005
28239,2.83,14566.762780000003,1.52,131191.3749856
3410,3.89,10864.886700000001,2.09,57702.286603
9384,3.92,16983.74496,1.67,99115.6240032
21069,4.13,17972.66968,2.21,162679.9093528
19727,2.09,23509.98573,1.82,131037.5754886
5280,1.67,2305.9493599999996,2.24,18594.825286400002
3908,2.14,15761.915340000001,2.05,72198.877127
10117,2.61,19941.58755,2.55,117139.5933525
23139,4.09,37960.06709999999,2.83,277985.634093
2743,2.76,18320.239679999995,2.6,91843.78252799998
11165,4.99,39353.11604,2.24,222570.5620096
10664,3.07,23601.87756,1.94,125729.8775864
3502,4.36,40849.29780000001,1.85,172538.51653000002
20232,4.64,20733.29712,2.02,177224.3344224
20669,4.59,15953.89446,2.67,169375.39712819998
13050,3.35,22972.176100000004,2.56,148470.62301600003
14709,2.08,19070.55072,2.04,107639.7449088
9155,4.72,32844.87992,2.65,195940.29162799998
19492,2.67,15848.39376,2.87,129225.3176112
17116,4.3,35786.8317,2.0,216746.12680000003
7942,3.64,32551.653679999996,2.61,178972.0034648
7780,2.74,14637.72664,2.83,92017.41967120001
11701,3.81,8304.22647,1.7,75306.44793899999
27428,2.87,18677.635690000003,1.98,153055.3500462
9629,2.77,13755.653800000002,2.18,84170.96288400001
8328,3.65,22454.3547,2.95,141546.255765
28947,2.23,9007.51189,2.78,107607.7168342
11708,2.17,16944.61643,2.6,103351.59557799998
16254,2.19,6443.67423,1.61,58857.923970300006
16976,1.6,5271.0288,1.88,47613.191744
15621,4.77,19227.46455,2.26,156421.168983
7683,4.26,28157.275139999998,2.03,146203.3988142
25580,2.83,13524.137010000002,2.6,134602.43024600003
1162,2.21,11977.864080000001,1.97,50120.1403976
21263,1.92,15285.208320000002,2.25,105787.09536
25985,4.19,34467.099220000004,2.54,265357.7804588
14656,2.56,7627.635200000001,2.2,69555.42784
1955,3.9,30506.6502,2.61,148260.157422
26090,3.56,20303.59848,1.82,170440.1461936
26035,2.56,5575.8592,2.73,93023.41401600001
11945,2.51,13098.168940000001,2.42,87875.8567148
6730,4.13,28070.684879999997,2.48,153551.5682624
18422,1.56,9627.38868,2.03,67536.6963804
24035,2.08,11659.09264,2.84,106422.80837760001
15380,3.2,15679.9072,2.03,112406.026016
28179,4.12,28542.338240000005,2.87,255098.6672288
26471,2.14,12184.282600000002,1.88,103922.95648800003
14231,2.67,16371.42807,2.47,111177.0534729
15275,3.17,14758.26151,2.82,119556.57047819998
27655,3.83,21068.37806,2.76,206204.12956560001
8083,2.05,17932.713249999997,2.91,104619.7720575
18445,1.81,3553.86622,1.93,47352.14424460001
15165,2.43,18542.540250000002,2.77,125298.86699250003
20982,2.61,21013.19874,2.73,154155.4500402
22741,2.71,18573.291230000003,2.68,148551.11295640003
21474,1.63,10845.074599999998,2.13,79792.778098
17445,3.47,19218.636640000004,1.81,133757.15559840002
2458,3.32,2305.45448,2.93,19526.4505864
26720,4.58,17606.12914,1.95,191921.81010300003
24541,2.84,14773.770879999998,2.35,133962.343328
5314,2.98,9867.29256,1.68,52147.3566208
19359,3.33,20583.12627,2.92,165734.4512484
23460,3.93,25046.50308,2.94,215927.52521519997
17651,4.08,28184.40744,2.08,187008.4623552
18458,3.52,15193.611839999998,2.11,127417.90466239999
22141,3.78,19663.93422,2.12,164708.38898639998
14800,1.75,7106.064,2.31,56527.13584
27366,3.35,30993.489800000003,1.92,213170.58001600002
7679,2.52,11372.53824,2.78,73711.8127872
17529,2.35,6227.0206,1.67,64046.315602
13229,4.26,29370.3996,1.79,167669.354484
15219,4.53,19435.820040000002,2.23,151155.58876920003
18165,3.71,39571.720720000005,2.57,248234.91369040002
2855,2.25,23621.05575,2.76,118859.97537
10808,3.13,18556.10797,1.77,103785.56704689999
17664,4.43,33628.448959999994,1.78,205367.05706879997
20932,1.97,9793.38811,2.47,85012.4848517
2113,2.95,12636.558050000001,1.7,52988.614785
14515,4.45,11452.01715,2.93,121050.19454950001
11229,3.34,29915.037319999996,2.13,161053.9641316
21921,4.11,34420.94586,2.86,257381.10687960003
19272,3.77,6378.94933,2.33,100276.29059890001
21078,2.99,19467.928870000003,1.55,132134.36748850002
7775,2.17,13984.591040000001,1.8,70013.19595200001
14362,1.75,14551.788999999999,2.69,93381.39040999999
15304,4.98,23066.349060000004,2.1,170785.95114600004
20974,3.74,18503.67618,1.7,146906.361866
10420,2.85,13978.041600000002,2.04,86168.28806400001
20595,4.95,34344.9711,1.95,237607.88584499998
16679,3.8,9787.9526,1.65,99106.22699
9572,4.37,25528.727179999998,2.08,145986.8468944
10469,1.53,7040.31795,2.81,49881.4993395
14283,4.58,39259.79664,2.01,222847.9245264
25361,1.85,7033.14685,2.23,76668.0611755
5233,3.84,25105.55904,2.37,129806.0130048
6939,4.34,32360.43314,2.55,177355.23078699998
27159,2.82,17968.00506,3.0,166428.40529999998
13967,2.87,14392.016800000001,2.71,107871.689128
18928,3.24,23367.314159999998,2.46,165544.9411536
12783,2.05,13776.89175,2.79,92196.4614825
8705,4.16,21688.54688,2.69,137932.0848672
26477,3.75,28771.443750000002,1.77,207757.0929375
15530,3.0,13650.816,2.42,106926.60672
21928,4.64,16861.453759999997,2.24,173238.48394239997
21376,2.59,8273.71097,2.28,90775.3229516
6850,2.28,11841.08196,2.55,69494.922918
29202,2.11,12164.20697,2.76,119517.84517719998
20254,1.55,6957.22305,2.04,59500.881122
2767,3.86,16684.220820000002,1.82,74414.3435324
24410,2.19,22479.16083,1.7,136630.795071
23806,4.63,20953.73172,2.91,213104.60274519998
26104,3.16,33966.748360000005,2.83,246548.03457880003
8448,4.43,31355.960849999996,2.62,182289.17912699998
29342,2.96,20961.177839999997,1.57,161683.7248888
5629,2.06,10622.727840000001,2.67,61203.87901280001
17778,2.26,21484.746499999997,2.73,141801.13094499998
2601,3.17,20070.6014,2.99,108397.470986
22028,3.49,27336.41267,2.02,186770.0989334
11639,1.69,6140.41051,1.86,43371.89456859999
7064,3.62,26335.12352,2.56,145659.84325119999
15730,4.72,27544.735279999997,2.01,184699.98847279997
11610,3.32,13150.104999999998,2.43,96800.16514999999
12730,3.86,21685.68072,2.3,142386.227096
20202,2.92,27592.17792,2.54,184258.3277568
3834,3.0,18801.264,1.53,77870.46192
11663,2.58,19227.22812,2.68,120073.9676016
4523,2.09,10547.17873,2.61,58075.5639453
28394,2.06,9809.608760000001,1.68,94591.0002368
20188,1.61,12672.759189999999,1.87,81546.25806529999
26486,2.76,12281.621879999997,2.67,130456.5341796
26218,1.82,11027.562,2.18,93811.96916
18202,4.82,20534.74722,1.72,164122.8996584
11357,4.14,22331.35044,2.22,141256.2788568
19838,3.81,14351.454660000001,1.75,129400.734975
8873,4.86,19266.60492,2.91,137721.8101572
27359,2.91,29408.294130000002,2.02,197836.0324026
14627,4.7,25110.878,2.8,189279.11440000002
29357,2.06,9078.82994,2.2,98606.505748
23086,4.26,30003.635820000003,2.15,222861.448653
15548,4.86,22313.795760000005,2.04,165711.01487040002
7979,1.81,9888.31236,1.99,53896.3563164
3661,2.86,15745.52694,1.9,71878.01506599999
9116,2.2,14744.868600000003,2.99,93632.09431400002
18782,3.57,33048.00765,2.83,226673.6169495
25640,3.56,17222.105199999998,2.01,160339.041852
26118,3.98,24448.31216,2.62,216900.8421792
8329,2.5,19932.645,2.55,111516.03474999999
6958,3.74,26468.552219999998,2.05,133220.556491
6658,2.95,19739.981050000002,1.81,94850.42780050001
20884,4.74,21155.34522,2.71,198631.8359862
12867,2.22,9660.425460000002,2.11,68269.0886406
29241,2.8,18029.3036,2.65,165711.06173999998
24947,4.35,34979.376599999996,1.94,246338.19380399998
25707,2.07,8293.61025,2.95,94266.8607375
16757,1.55,9975.86975,2.33,69168.8660175
3006,1.58,11916.518,2.1,53607.2038
9624,1.77,12072.051359999998,2.93,76549.69320479999
20624,1.75,10213.909999999998,2.67,83790.95969999999
26454,2.62,9513.88286,1.93,106699.03963979999
18271,1.93,14944.47636,2.1,96535.383076
18197,3.73,26183.600360000004,2.37,182297.14357320004
7925,2.18,12569.520300000002,2.44,73085.17013200001
27196,4.71,19692.792599999997,1.78,202531.916028
6078,2.25,13371.633000000002,2.55,74516.43015
21672,3.4,20193.939599999998,2.27,159912.922092
9461,2.38,16282.52486,2.52,96114.1923672
21116,3.48,21180.60588,1.88,155664.4308144
11052,4.05,42492.0573,2.29,227051.52581700002
9106,2.33,14997.62051,1.66,76108.2710666
21745,3.04,21183.42832,2.06,152109.5189792
5965,3.2,25100.5952,1.7,111960.20224
15641,4.24,24780.395920000003,1.65,156766.28510799998
23193,2.29,13701.965390000001,2.5,114770.814255
9380,4.7,52803.856100000005,1.58,233123.80483800004
5042,3.85,16086.986299999999,1.89,81990.07670699999
19981,3.76,29041.15712,1.52,177353.4330624
10039,1.66,9370.6004,2.66,60331.737863999995
26184,2.64,9936.71448,1.9,107878.94647200001
15903,2.26,20443.189339999997,2.65,131001.61043099998
20520,1.72,13261.325559999997,2.2,90991.96735199999
16895,4.18,28957.815260000003,1.81,180950.3761406
6282,1.98,16174.2636,2.11,78914.583396
21020,1.9,10065.354500000001,1.8,78186.34710000001
6251,1.8,12619.576799999999,1.51,55546.514568
27980,3.85,27956.42465,2.32,228494.754488
6122,3.97,28704.17984,2.97,166964.1138048
22296,1.7,14093.0221,2.64,103294.822544
15752,2.13,13125.990810000001,2.26,89468.4808506
2531,2.85,23081.420400000003,2.79,117773.35371600001
9583,2.75,12581.723000000002,1.81,74289.61463
11409,1.73,7328.586209999999,2.31,51323.77656509999
11632,1.93,14577.120159999999,2.3,85131.37668799999
13973,2.81,8888.63134,2.89,82729.5372526
13120,3.05,12892.21885,2.09,92745.1750965
20310,3.33,25687.8531,2.32,178603.825392
22629,2.06,18227.343500000003,2.98,137387.91063
20794,4.22,23564.1213,2.12,184834.859756
4421,4.96,22050.30496,2.17,113877.9316832
1653,1.67,11911.472059999998,1.69,46713.841901399996
16001,4.72,27979.39064,2.72,207587.4438208
12891,3.58,23820.77584,2.96,164300.8281664
14814,2.38,11220.9265,1.95,79579.979675
29966,3.22,26678.98156,1.84,198937.8091904
16833,4.3,17248.9727,2.1,143102.68806999997
4744,2.7,14559.480000000001,2.36,76288.1328
19543,2.45,19163.5472,2.16,127600.70635200001
24635,4.65,33350.130150000005,2.25,256290.8031375
22277,4.81,2514.2206699999997,2.77,119145.2025959
10151,3.42,16109.598779999997,2.01,99315.91110779997
19891,2.97,17787.94182,2.37,136809.5757534
19664,2.21,9760.168860000002,2.52,87573.40324720001
9392,3.02,19206.810419999998,2.83,121132.7343286
25165,4.82,29289.424080000004,2.54,254269.2853232
18169,4.45,19917.8796,2.41,168689.89903600002
27321,4.07,32170.92428,1.51,224116.4142228
24901,2.83,19390.79776,2.79,163351.7512704
24496,3.44,18668.446559999997,2.03,159500.0796368
7267,4.24,23210.574080000002,2.73,140598.0953984
1038,4.91,36130.74073,2.87,181053.28735509998
8688,4.52,27071.911719999996,2.09,149993.87893479998
18143,2.22,17851.896900000003,2.4,118825.80636000002
29090,3.03,7465.20189,2.63,122706.58475069999
26427,4.91,7334.05718,2.05,159459.501579
29655,4.73,17173.66035,1.73,204325.90310550004
10700,3.13,30452.48677,1.84,150428.5491968
15269,3.51,11659.71105,1.55,94986.16422749999
27336,3.63,27732.949529999998,2.54,225137.27086619998
5953,3.25,6191.38325,2.45,46898.9054625
13593,3.64,27229.88632,1.62,148050.70847840002
8941,3.85,27716.3194,2.02,145842.453988
23739,3.01,13711.645639999999,2.12,127946.37003679998
16435,3.13,15105.28297,2.24,115487.9497928
11331,2.41,8708.91096,2.92,70155.5519232
20718,2.72,21460.15808,2.66,156357.2966528
27185,1.83,7465.541729999999,2.54,83642.10945419999
16104,2.68,16042.08604,2.26,111498.0065304
27082,4.3,38489.9364,2.61,293891.206804
19707,3.07,21054.03851,2.45,154190.9613695
3272,2.81,6667.885530000001,2.24,37466.154647200005
27596,4.26,38156.77314,2.82,301474.60653479997
9737,2.08,7649.938400000001,1.52,47180.743168
12640,3.0,15951.786,1.92,100451.00112
12738,3.82,35261.53376,2.72,215093.5993472
26090,2.01,12136.307639999999,2.63,108632.00437319999
5729,2.4,12445.199999999999,2.83,73859.916
14066,4.9,28862.8228,2.26,191879.025128
28495,4.25,26722.2745,2.0,227992.848
11489,1.63,9980.080869999998,2.33,61940.82016709999
3296,1.67,7554.3418599999995,1.97,35495.0571842
29782,4.42,25794.26252,1.93,233007.8917036
10909,4.54,35064.11796,1.75,181017.30235
4217,2.49,21957.283140000003,2.05,99427.32671700002
8661,4.85,39608.965449999996,2.29,211928.3117805
17586,3.65,15184.0803,2.7,135554.07741
18875,2.1,10307.8122,2.95,90661.17039
14890,4.79,23440.25778,3.0,188524.3889
26872,1.8,16786.665,2.72,127602.6588
8155,4.29,22259.51013,1.9,121797.03950699998
28009,1.51,11997.147809999999,1.7,86683.036897
7384,3.92,32920.242320000005,1.68,150091.7717376
1982,4.68,23455.79496,2.4,112481.257824
8238,2.82,18070.76586,1.84,92622.9009024
11039,3.59,28734.744130000003,2.29,162902.0623177
15287,3.9,19389.856200000002,2.43,145516.362966
22768,4.17,27254.63211,2.64,221404.0529904
22748,3.26,13542.059559999998,2.44,134285.22444639998
8115,3.47,31877.76572,1.57,141962.6736204
22047,3.53,29693.406899999998,2.82,220948.13125799998
22626,1.64,13647.73232,1.9,90332.79604799999
9327,2.85,17291.4687,1.55,87966.66388500002
27683,1.53,10534.03623,2.05,85017.83673149999
11962,4.34,17624.35374,2.2,125937.365708
10368,1.55,9977.873899999999,1.82,54185.878297999996
2701,4.36,30357.36328,1.91,130473.6504248
8593,4.98,25753.9455,2.06,147354.15873000002
21314,3.12,12636.64584,1.82,114771.6671088
14567,2.26,16839.404639999997,1.59,93374.88265759998
21986,3.82,11499.78912,1.52,124465.7777024
15925,1.82,10264.5634,2.73,77534.884882
25133,3.8,28850.325800000002,2.85,235429.48013
15149,4.22,26737.50222,2.01,171146.16390219997
24121,3.18,19810.697220000002,2.79,171598.0196838
25773,4.91,29907.56614,2.58,263522.0829212
14464,2.58,14249.27292,1.52,87474.56067840001
24219,4.18,31853.05464,1.99,228329.1080136
18543,2.63,21931.612080000003,2.74,152723.9312592
20911,4.25,18303.4325,1.9,160255.13675
17961,2.42,12322.700499999999,1.58,87580.88779
25766,3.12,26618.19888,1.87,183402.3496656
22723,2.39,14981.832110000001,1.61,108392.38391710001
28401,4.16,27934.986560000005,2.69,249163.24696640004
4482,1.78,6785.48816,1.69,33016.4113104
11397,2.09,10775.260429999998,2.9,76618.506107
29737,1.64,7668.767919999998,2.25,81360.94365999999
3594,4.03,17200.42285,2.08,84661.545228
12340,2.44,14825.791360000001,2.4,95343.081984
16549,3.35,25717.88635,1.55,146737.6465425
27954,3.3,25498.367399999996,1.52,182002.453248
12118,2.25,15640.4745,1.56,82945.58922
21404,3.35,33734.1047,2.42,220808.142774
16537,3.58,17256.65968,2.09,129782.1980912
26703,3.56,25755.89868,2.6,213539.81392800002
20364,3.57,30370.53621,2.58,211796.53584179998
18064,2.19,7429.13262,1.73,67270.82467259999
13080,3.95,25904.653,1.89,152435.10017
12780,3.79,25734.50174,1.84,147256.6866816
7731,1.56,10230.18204,1.55,48377.506242
1256,3.05,19933.479349999998,2.76,98714.16170599998
22613,2.89,15256.272430000003,2.02,126681.78516860002
11810,4.87,29637.97262,1.61,164507.7811582
19537,3.25,20945.125500000002,1.7,140992.21435000002
5084,2.32,18287.21672,2.31,90612.7840632
23479,2.69,25258.4813,2.3,171769.97959
12269,2.65,14580.63655,1.82,88210.88162100001
20521,3.9,29407.9227,2.58,214720.185966
14943,1.79,10418.24034,2.57,74359.3283538
19603,2.49,13127.123130000002,2.04,101845.0474452
25588,2.14,6748.684740000001,2.28,83642.6906872
17765,2.22,9087.827520000003,2.03,76062.2449056
27965,4.45,42193.1022,2.31,306296.520482
